time,open,close,low,high,volume
1659484800,1630.91000000,1618.16000000,1589.71000000,1685.03000000,777724.74130000
1659571200,1618.16000000,1607.96000000,1580.39000000,1662.79000000,735552.18100000
1659657600,1607.97000000,1736.81000000,1605.64000000,1742.07000000,1005846.47120000
1659744000,1736.81000000,1690.60000000,1685.26000000,1749.93000000,523314.64440000
1659830400,1690.60000000,1700.19000000,1668.00000000,1729.79000000,439904.76400000
1659916800,1700.20000000,1777.05000000,1693.87000000,1818.00000000,781620.54430000
1660003200,1777.05000000,1702.76000000,1667.93000000,1790.83000000,818171.10190000
1660089600,1702.76000000,1853.57000000,1656.78000000,1885.00000000,1317767.51270000
1660176000,1853.58000000,1880.19000000,1850.32000000,1942.00000000,1105261.90090000
1660262400,1880.19000000,1958.28000000,1853.06000000,1964.71000000,717628.10150000
1660348800,1958.28000000,1983.55000000,1946.50000000,2020.00000000,695876.02930000
1660435200,1983.55000000,1935.31000000,1906.00000000,2030.00000000,569583.48520000
1660521600,1935.32000000,1899.06000000,1872.31000000,2012.47000000,949162.33050000
1660608000,1899.05000000,1876.67000000,1853.00000000,1915.00000000,622729.14990000
1660694400,1876.67000000,1834.25000000,1818.74000000,1959.43000000,951824.89750000
1660780800,1834.24000000,1846.39000000,1821.25000000,1882.37000000,606254.02400000
1660867200,1846.39000000,1609.01000000,1602.37000000,1848.00000000,1419826.95150000
1660953600,1609.00000000,1576.04000000,1523.67000000,1657.08000000,914615.92260000
1661040000,1576.03000000,1618.13000000,1562.34000000,1646.52000000,780662.60620000
1661126400,1618.13000000,1624.66000000,1529.92000000,1629.72000000,941192.89540000
1661212800,1624.65000000,1665.41000000,1563.76000000,1676.07000000,940246.93200000
1661299200,1665.40000000,1656.56000000,1604.92000000,1694.13000000,744667.60780000
1661385600,1656.56000000,1695.11000000,1653.68000000,1722.00000000,603090.71300000
1661472000,1695.11000000,1508.18000000,1486.85000000,1706.45000000,1149912.82920000
1661558400,1508.18000000,1491.06000000,1447.52000000,1518.42000000,756136.67680000
1661644800,1491.06000000,1426.76000000,1424.00000000,1511.00000000,544846.44860000
1661731200,1426.76000000,1551.80000000,1422.08000000,1559.99000000,826252.08310000
1661817600,1551.79000000,1524.59000000,1473.61000000,1606.13000000,1003075.01720000
1661904000,1524.59000000,1554.10000000,1524.59000000,1619.78000000,949227.67750000
1661990400,1554.11000000,1586.16000000,1512.77000000,1599.00000000,728710.48200000
1662076800,1586.17000000,1575.35000000,1546.41000000,1650.00000000,919009.65980000
1662163200,1575.35000000,1557.46000000,1534.28000000,1582.71000000,321397.21890000
1662249600,1557.45000000,1579.28000000,1540.66000000,1583.66000000,296591.11660000
1662336000,1579.29000000,1617.80000000,1556.56000000,1631.99000000,503492.93700000
1662422400,1617.80000000,1559.01000000,1555.00000000,1687.40000000,1010722.85780000
1662508800,1559.01000000,1630.00000000,1490.66000000,1657.50000000,850991.42430000
1662595200,1630.00000000,1635.37000000,1595.06000000,1663.56000000,645124.00850000
1662681600,1635.37000000,1718.23000000,1630.51000000,1746.13000000,837458.21260000
1662768000,1718.24000000,1774.12000000,1706.03000000,1789.00000000,411046.24660000
1662854400,1774.12000000,1766.11000000,1720.10000000,1789.00000000,409287.72630000
1662940800,1766.12000000,1716.37000000,1693.00000000,1783.00000000,630774.60320000
1663027200,1716.37000000,1574.40000000,1560.54000000,1760.51000000,1134549.72560000
1663113600,1574.40000000,1638.39000000,1552.38000000,1647.01000000,764562.53930000
1663200000,1638.40000000,1472.75000000,1458.00000000,1655.20000000,1335499.80470000
1663286400,1472.76000000,1433.90000000,1405.52000000,1483.35000000,693597.24250000
1663372800,1433.90000000,1468.83000000,1409.12000000,1476.13000000,421391.37430000
1663459200,1468.82000000,1334.51000000,1325.55000000,1469.63000000,804113.46800000
1663545600,1334.51000000,1375.98000000,1280.00000000,1393.35000000,974855.19800000
1663632000,1375.98000000,1322.93000000,1312.71000000,1384.78000000,658027.14650000
1663718400,1322.94000000,1245.78000000,1220.00000000,1408.90000000,1192266.73790000
1663804800,1245.79000000,1326.46000000,1237.32000000,1350.08000000,904282.27250000
1663891200,1326.47000000,1327.25000000,1262.15000000,1360.00000000,974052.36440000
1663977600,1327.24000000,1317.13000000,1306.52000000,1349.33000000,517557.34970000
1664064000,1317.13000000,1294.63000000,1269.27000000,1337.00000000,515533.84090000
1664150400,1294.62000000,1336.17000000,1277.85000000,1340.42000000,799166.43330000
1664236800,1336.17000000,1328.02000000,1303.75000000,1400.00000000,860584.89440000
1664323200,1328.01000000,1337.20000000,1253.20000000,1355.70000000,919314.91310000
1664409600,1337.20000000,1335.70000000,1288.52000000,1352.02000000,770591.68950000
1664496000,1335.69000000,1328.72000000,1313.35000000,1373.19000000,740753.61100000
1664582400,1328.71000000,1311.79000000,1302.68000000,1333.69000000,252081.90560000
1664668800,1311.79000000,1276.72000000,1270.00000000,1317.93000000,371740.04070000
1664755200,1276.72000000,1323.09000000,1263.04000000,1329.90000000,483775.24350000
1664841600,1323.10000000,1361.49000000,1318.66000000,1369.55000000,476207.67020000
1664928000,1361.50000000,1352.20000000,1316.29000000,1364.77000000,483508.77820000
1665014400,1352.20000000,1352.06000000,1345.01000000,1383.99000000,573975.32400000
1665100800,1352.07000000,1331.10000000,1317.26000000,1361.75000000,491999.87760000
1665187200,1331.10000000,1315.48000000,1303.51000000,1337.35000000,203391.66120000
1665273600,1315.48000000,1323.13000000,1307.26000000,1329.00000000,186201.91850000
1665360000,1323.13000000,1290.03000000,1288.00000000,1338.00000000,393663.01140000
1665446400,1290.03000000,1280.11000000,1267.01000000,1298.00000000,429430.39410000
1665532800,1280.11000000,1294.44000000,1275.25000000,1306.87000000,369712.57590000
1665619200,1294.44000000,1287.08000000,1190.00000000,1301.58000000,945618.31630000
1665705600,1287.08000000,1296.27000000,1283.39000000,1343.12000000,669742.80930000
1665792000,1296.26000000,1274.92000000,1263.64000000,1301.69000000,287100.95290000
1665878400,1274.93000000,1305.95000000,1274.67000000,1315.35000000,293321.36320000
1665964800,1305.96000000,1331.40000000,1295.64000000,1338.57000000,459848.49410000
1666051200,1331.39000000,1310.71000000,1286.72000000,1341.73000000,572728.91890000
1666137600,1310.71000000,1285.09000000,1280.31000000,1313.50000000,368637.51050000
1666224000,1285.09000000,1282.57000000,1270.36000000,1310.87000000,428531.61030000
1666310400,1282.57000000,1299.75000000,1252.65000000,1306.97000000,468076.79860000
1666396800,1299.76000000,1313.61000000,1294.32000000,1320.20000000,221776.70070000
1666483200,1313.62000000,1364.20000000,1299.44000000,1371.55000000,432269.46000000
1666569600,1364.19000000,1343.61000000,1324.17000000,1370.60000000,611830.79700000
1666656000,1343.61000000,1459.74000000,1334.94000000,1525.16000000,1127932.90120000
1666742400,1459.74000000,1566.10000000,1457.44000000,1594.99000000,1236044.70230000
1666828800,1566.11000000,1514.05000000,1503.20000000,1578.58000000,869454.48510000
1666915200,1514.04000000,1554.41000000,1479.82000000,1574.90000000,858954.44250000
1667001600,1554.40000000,1619.55000000,1547.66000000,1663.06000000,914161.08460000
1667088000,1619.55000000,1590.44000000,1576.56000000,1640.06000000,476036.42430000
1667174400,1590.45000000,1572.69000000,1545.43000000,1635.80000000,810334.24140000
1667260800,1572.69000000,1578.48000000,1563.69000000,1612.92000000,527539.29650000
1667347200,1578.47000000,1518.34000000,1502.32000000,1621.68000000,981395.36480000
1667433600,1518.33000000,1531.01000000,1515.17000000,1559.01000000,560202.88130000
1667520000,1531.01000000,1644.78000000,1528.40000000,1680.00000000,935531.47810000
1667606400,1644.78000000,1626.98000000,1621.42000000,1666.97000000,351385.53620000
1667692800,1626.98000000,1568.29000000,1564.39000000,1639.02000000,414863.95250000
1667779200,1568.25000000,1568.10000000,1545.03000000,1608.04000000,642409.44940000
1667865600,1568.09000000,1334.77000000,1233.00000000,1579.98000000,2339916.50890000
1667952000,1334.78000000,1102.73000000,1073.53000000,1337.16000000,2494797.93570000
1668038400,1102.73000000,1299.28000000,1085.93000000,1350.00000000,1975955.67670000
1668124800,1299.28000000,1289.28000000,1201.26000000,1310.00000000,1308087.14980000
1668211200,1289.35000000,1257.25000000,1238.70000000,1292.16000000,547772.91720000
1668297600,1257.25000000,1221.49000000,1200.66000000,1274.23000000,547410.53040000
1668384000,1221.50000000,1243.28000000,1171.13000000,1291.20000000,934742.00590000
1668470400,1243.29000000,1253.23000000,1234.01000000,1291.00000000,632825.56800000
1668556800,1253.22000000,1216.17000000,1187.06000000,1268.67000000,673339.72150000
1668643200,1216.16000000,1200.43000000,1181.05000000,1228.22000000,530537.34880000
1668729600,1200.42000000,1212.58000000,1199.18000000,1234.00000000,360218.53370000
1668816000,1212.58000000,1217.67000000,1197.67000000,1235.00000000,209789.58880000
1668902400,1217.67000000,1142.21000000,1132.65000000,1227.07000000,531108.76070000
1668988800,1142.21000000,1107.34000000,1079.76000000,1146.99000000,922647.94540000
1669075200,1107.34000000,1139.60000000,1075.00000000,1146.13000000,748884.57910000
1669161600,1139.59000000,1184.52000000,1127.75000000,1190.00000000,636927.15940000
1669248000,1184.52000000,1203.73000000,1180.60000000,1217.71000000,486080.61230000
1669334400,1203.72000000,1199.30000000,1171.20000000,1207.77000000,391430.16580000
1669420800,1199.29000000,1205.60000000,1196.20000000,1235.66000000,379840.81160000
1669507200,1205.61000000,1193.88000000,1188.65000000,1223.33000000,286386.79860000
1669593600,1193.88000000,1167.77000000,1151.02000000,1199.25000000,478795.60930000
1669680000,1167.77000000,1216.49000000,1158.27000000,1228.37000000,512143.58610000
1669766400,1216.49000000,1294.46000000,1212.50000000,1309.77000000,815679.27170000
1669852800,1294.46000000,1276.41000000,1262.77000000,1299.90000000,430018.73910000
1669939200,1276.40000000,1295.59000000,1265.24000000,1297.18000000,371559.58500000
1670025600,1295.58000000,1240.51000000,1236.26000000,1309.00000000,347148.25880000
1670112000,1240.50000000,1279.41000000,1240.10000000,1287.19000000,324129.54660000
1670198400,1279.40000000,1259.41000000,1246.61000000,1305.11000000,391628.51660000
1670284800,1259.41000000,1271.32000000,1241.56000000,1274.76000000,301631.83900000
1670371200,1271.31000000,1231.18000000,1218.01000000,1278.69000000,398559.51660000
1670457600,1231.18000000,1280.18000000,1222.01000000,1292.58000000,406653.54470000
1670544000,1280.18000000,1263.10000000,1250.00000000,1296.64000000,406008.00320000
1670630400,1263.11000000,1266.35000000,1259.60000000,1283.61000000,182278.63960000
1670716800,1266.35000000,1263.01000000,1255.85000000,1284.75000000,180494.90200000
1670803200,1263.00000000,1275.40000000,1240.03000000,1278.90000000,363750.54810000
1670889600,1275.41000000,1320.69000000,1255.10000000,1349.00000000,659393.88250000
1670976000,1320.69000000,1307.44000000,1301.00000000,1352.72000000,554465.57170000
1671062400,1307.45000000,1266.54000000,1259.27000000,1311.14000000,390051.24470000
1671148800,1266.53000000,1166.83000000,1155.32000000,1280.06000000,751422.27790000
1671235200,1166.82000000,1187.16000000,1161.92000000,1190.03000000,328881.62810000
1671321600,1187.16000000,1183.06000000,1170.32000000,1199.54000000,252260.14400000
1671408000,1183.06000000,1167.82000000,1150.51000000,1195.00000000,296832.72280000
1671494400,1167.82000000,1216.94000000,1163.12000000,1230.47000000,465184.19430000
1671580800,1216.95000000,1213.78000000,1203.02000000,1223.39000000,245723.83770000
1671667200,1213.78000000,1217.71000000,1182.54000000,1237.99000000,336761.65980000
1671753600,1217.72000000,1219.99000000,1210.00000000,1231.99000000,278604.28820000
1671840000,1219.98000000,1220.41000000,1214.69000000,1227.99000000,123701.53010000
1671926400,1220.42000000,1218.51000000,1193.18000000,1225.00000000,231652.06120000
1672012800,1218.52000000,1228.11000000,1211.67000000,1231.09000000,162723.08570000
1672099200,1228.12000000,1211.55000000,1200.58000000,1233.73000000,262437.63980000
1672185600,1211.55000000,1190.15000000,1181.06000000,1215.78000000,367828.89140000
1672272000,1190.15000000,1200.49000000,1186.77000000,1206.57000000,249130.48690000
1672358400,1200.48000000,1199.99000000,1181.08000000,1202.15000000,266014.21150000
1672444800,1199.98000000,1196.13000000,1191.66000000,1208.46000000,139379.28110000
1672531200,1196.13000000,1200.34000000,1190.57000000,1204.67000000,117762.06850000
1672617600,1200.33000000,1214.00000000,1193.00000000,1224.29000000,252794.14000000
1672704000,1213.99000000,1214.55000000,1204.93000000,1219.89000000,205519.49440000
1672790400,1214.56000000,1256.90000000,1212.71000000,1272.60000000,457799.66480000
1672876800,1256.91000000,1251.24000000,1242.81000000,1259.95000000,272805.33000000
1672963200,1251.25000000,1269.14000000,1236.00000000,1276.70000000,342344.20230000
1673049600,1269.13000000,1264.07000000,1261.30000000,1271.09000000,129474.28840000
1673136000,1264.06000000,1290.16000000,1257.77000000,1296.00000000,213636.78480000
1673222400,1290.15000000,1320.39000000,1285.44000000,1344.91000000,581727.69680000
1673308800,1320.40000000,1335.62000000,1316.80000000,1347.69000000,459660.23070000
1673395200,1335.63000000,1389.39000000,1321.04000000,1398.00000000,472465.95560000
1673481600,1389.40000000,1415.92000000,1361.92000000,1438.00000000,877712.44920000
1673568000,1415.91000000,1451.20000000,1401.03000000,1464.00000000,499377.86490000
1673654400,1451.21000000,1549.90000000,1449.14000000,1599.98000000,940691.77740000
1673740800,1549.91000000,1552.52000000,1516.03000000,1566.66000000,387832.71380000
1673827200,1552.52000000,1576.94000000,1521.31000000,1604.50000000,574622.89530000
1673913600,1576.94000000,1565.57000000,1541.15000000,1609.00000000,506771.72190000
1674000000,1565.56000000,1511.43000000,1501.39000000,1610.00000000,752534.88570000
1674086400,1511.44000000,1551.09000000,1509.15000000,1564.43000000,308679.46450000
1674172800,1551.09000000,1658.52000000,1542.02000000,1669.90000000,440570.99740000
1674259200,1658.53000000,1626.66000000,1616.21000000,1679.26000000,494248.60090000
1674345600,1626.65000000,1627.44000000,1604.00000000,1663.89000000,431729.69090000
1674432000,1627.43000000,1626.29000000,1585.29000000,1648.09000000,407267.11560000
1674518400,1626.28000000,1555.97000000,1535.00000000,1641.46000000,462275.32430000
1674604800,1555.97000000,1611.94000000,1518.00000000,1641.00000000,646474.91660000
1674691200,1611.95000000,1601.09000000,1577.43000000,1632.84000000,532777.84660000
1674777600,1601.08000000,1597.62000000,1552.54000000,1621.00000000,512093.38750000
1674864000,1597.61000000,1572.10000000,1555.99000000,1606.83000000,313675.65740000
1674950400,1572.10000000,1644.72000000,1566.33000000,1660.00000000,551767.91340000
